Word	AFINN	freq	avg_AFINN	sd_AFINN
rožičev	0	3	-0.443	2.602
rožljanje	0	1	0.390	0.000
rožnat	0	28	-0.324	2.846
rožnik	2	9	1.640	1.890
rožnovenski	3	1	2.890	0.000
rt	2	3	1.640	1.768
rtič	0	10	0.390	2.887
rtv	0	88	0.450	1.910
ruandski	4	1	4.140	0.000
rubelj	1	9	1.015	1.768
rubež	-1	24	-1.485	1.625
rubežnik	-3	8	-2.891	1.628
rubikov	2	2	2.265	0.884
rubin	1	3	1.223	1.443
rubiti	-3	5	-3.027	0.995
rubljenje	-2	1	-2.110	0.000
rubrika	0	23	0.481	1.106
ruda	-1	6	-0.582	1.309
rudar	0	20	-0.334	2.476
rudarjenje	2	2	1.640	1.768
rudarski	1	77	0.697	2.383
rudarstvo	1	33	0.579	2.125
rudnik	0	54	0.493	1.894
rudnina	-1	2	-1.485	0.884
rudniški	2	2	1.640	1.768
rudo	2	1	1.640	0.000
rudo...	-1	31	-0.659	1.581
ruk	-2	1	-2.110	0.000
ruleta	1	6	1.432	1.661
rum	0	2	0.390	0.000
rumen	0	18	-0.157	2.090
rumenjak	0	1	0.390	0.000
rumenkast	0	1	0.390	0.000
rumeno...	2	2	2.265	0.884
run	0	1	0.390	0.000
runa	3	1	2.890	0.000
runski	-2	1	-2.110	0.000
rupa	0	1	0.390	0.000
rupel	0	155	0.166	1.610
rupija	0	3	-0.443	1.443
rupnik	0	7	-0.146	0.983
ruralen	3	1	2.890	0.000
rus	1	68	0.647	2.100
rusalka	2	1	1.640	0.000
ruski	0	539	0.407	2.098
ruša	-3	2	-2.735	0.884
ruščina	5	1	5.390	0.000
rušenje	-1	52	-0.503	1.812
rušev	2	1	1.640	0.000
ruševec	0	4	-0.235	2.394
ruševina	0	4	0.390	2.887
rušilen	-5	1	-4.610	0.000
rušitelj	0	1	0.390	0.000
rušitev	-1	9	-0.906	1.810
rušiti	-1	39	-1.319	1.655
ruški	-1	8	-1.485	1.336
ruta	-1	2	-0.860	1.768
rutar	-1	22	-0.595	1.593
rutinski	-1	2	-0.860	1.768
rutka	0	1	0.390	0.000
ruvati	-5	1	-4.610	0.000
s	0	392	0.220	2.768
sa	1	48	0.940	1.583
saab	0	33	-0.410	2.574
sabah	0	1	0.390	0.000
sabor	0	41	-0.016	1.611
saborski	0	3	-0.027	3.146
sabotaža	-2	7	-1.931	0.472
sabotirati	-2	1	-2.110	0.000
sad	0	41	0.098	2.196
sadar	0	4	0.251	0.241
saden	2	9	1.640	2.073
sadež	2	3	1.640	1.768
sadika	0	7	-0.384	2.705
sadjar	0	4	0.078	1.573
sadjarstvo	2	4	1.640	1.021
sadje	0	68	-0.161	2.564
sadomazohist	0	1	0.390	0.000
sadovnjak	-1	7	-1.277	2.189
sadra	0	4	0.078	2.577
safari	4	4	4.140	0.000
safe	0	1	0.390	0.000
saga	1	7	0.509	0.750
sahara	2	4	1.952	0.625
saj	0	5463	-0.258	1.984
saje	-2	3	-1.693	0.722
sak	3	1	2.890	0.000
sakralen	-1	4	-0.548	1.875
saksofon	3	1	2.890	0.000
sal	2	2	2.473	0.589
sala	3	1	2.890	0.000
salaj	1	2	1.015	2.652
salama	0	12	-0.140	1.396
saldo	2	7	1.521	1.095
salmonela	2	1	1.640	0.000
salo	-1	2	-1.485	2.652
salomonski	-3	1	-2.527	0.000
salon	0	67	0.449	2.126
salonit	0	16	0.234	1.008
saloniten	-3	1	-3.360	0.000
salsa	0	1	0.390	0.000
salto	-2	1	-2.110	0.000
salzburški	-1	1	-0.860	0.000
sam	0	1785	-0.193	1.855
samar	-2	2	-2.110	3.536
samarijan	3	1	2.890	0.000
samaritanstvo	-3	1	-3.360	0.000
samcat	-1	1	-0.860	0.000
samčev	-3	2	-3.360	1.768
samec	0	6	0.182	2.552
samevati	-1	22	-0.652	2.104
samica	-4	3	-3.777	1.443
samička	-2	1	-2.110	0.000
samit	5	1	5.390	0.000
samo	0	1526	-0.219	2.067
samobitnost	2	2	1.640	1.768
samocenzura	3	1	2.890	0.000
samodejen	1	21	0.932	2.116
samodisciplina	3	1	2.890	0.000
samodržec	0	3	0.390	2.165
samogradnja	0	1	0.390	0.000
samohranilec	0	1	0.390	0.000
samohranilka	0	3	0.390	2.500
samoiniciativen	1	2	1.015	4.419
samoizobraževanje	3	1	2.890	0.000
samoizpolnjujoč	-1	2	-0.860	1.768
samokontrola	-1	1	-0.860	0.000
samokritičen	-2	1	-2.110	0.000
samokritika	0	1	0.390	0.000
samolepilen	0	2	0.390	3.536
samomor	-2	21	-1.812	1.807
samomorilen	-2	1	-2.110	0.000
samomorilnost	-5	2	-4.610	0.000
samomorilski	-5	2	-4.610	0.000
samonikel	3	1	2.890	0.000
samoobramba	-2	1	-2.110	0.000
samoocena	-1	2	-1.485	0.884
samoocenjevanje	-2	1	-2.110	0.000
samoocenjevati	0	1	0.390	0.000
samoodgovornost	-1	1	-0.860	0.000
samoohranitev	-2	1	-2.110	0.000
samooklican	-2	7	-2.110	1.614
samoomejevanje	3	1	2.890	0.000
samoomejevati	3	1	2.890	0.000
samoorganiziran	-3	2	-2.735	0.884
samoorganizirati	-3	1	-3.360	0.000
samooskrba	1	19	0.598	1.781
samoplačnik	3	1	2.890	0.000
samoplačniški	0	5	-0.360	1.118
samoplačništvo	-5	1	-4.610	0.000
samopodcenjevanje	-1	1	-0.860	0.000
samopodoba	-1	4	-1.172	2.772
samopomoč	3	1	2.890	0.000
samopomočen	3	1	2.890	0.000
samoporjavitev	3	1	2.890	0.000
samopostrežba	-2	1	-2.110	0.000
samopostrežen	1	10	0.765	2.361
samoprijava	0	8	0.078	1.294
samoprispevek	2	3	1.640	2.165
samopromocija	0	1	0.390	0.000
samorazpustitev	-2	1	-2.110	0.000
samorefleksija	3	1	2.890	0.000
samoregulacija	-1	1	-0.860	0.000
samospoštovanje	2	2	1.640	1.768
samosprožitev	1	4	1.223	1.443
samostalnik	0	1	0.390	0.000
samostan	-2	2	-2.110	0.000
samostojen	0	238	0.463	1.773
samostojnost	1	36	0.517	2.103
samosvoj	-1	2	-0.860	1.768
samota	0	2	0.390	3.536
samoumeven	-1	11	-1.087	2.001
samoumevno	-1	3	-0.860	1.250
samouničevalen	-2	1	-2.110	0.000
samouprava	1	57	0.688	1.598
samoupraven	0	6	-0.027	1.291
samouvrščanje	0	1	0.390	0.000
samouvrščati	0	2	-0.235	0.884
samovolja	-3	2	-3.360	1.768
samovoljen	-1	2	-1.068	2.062
samovoljno	-1	11	-1.277	0.968
samovoljnost	0	1	0.390	0.000
samovšečen	0	1	0.390	0.000
samovšečnost	0	3	-0.443	1.443
samovžig	-2	1	-2.110	0.000
samozadosten	0	1	0.390	0.000
samozadostnost	-1	7	-0.979	1.890
samozadovoljnost	0	1	0.390	0.000
samozaposlen	0	30	0.003	1.951
samozaposlitev	1	19	1.131	1.904
samozaposliti	1	17	0.807	1.627
samozaposlitven	3	1	2.890	0.000
samozaposlovanje	0	4	0.182	1.718
samozaupanje	-2	1	-2.110	0.000
samozavest	1	12	0.911	3.083
samozavesten	3	9	2.751	0.977
samozdravljenje	1	5	0.640	2.850
samo...	0	2267	-0.063	2.056
samski	-1	37	-1.344	1.714
samskost	-1	1	-0.860	0.000
san	1	40	1.245	2.037
sanacija	0	571	-0.066	1.650
sanacijski	0	134	0.040	1.786
sanator	-1	6	-0.652	1.229
sanatorij	0	2	-0.235	0.884
sandal	2	2	2.265	0.884
sandra	-5	1	-4.610	0.000
sani	1	3	1.223	1.443
saniran	0	18	0.436	1.922
saniranje	1	15	0.918	1.945
sanirati	-1	92	-0.579	1.693
sanitaren	1	15	1.104	2.486
sanitarije	0	21	-0.048	2.509
sanja	2	26	1.928	2.353
sanjariti	-1	1	-0.860	0.000
sanjaštvo	3	1	2.890	0.000
sanjati	1	9	1.001	2.864
sanjski	1	16	0.926	2.510
sankališče	2	5	1.790	0.720
sankanje	2	1	1.640	0.000
sankcija	-1	116	-0.521	1.622
sankcioniran	-1	9	-0.675	2.561
sankcioniranje	0	13	-0.339	1.955
sankcionirati	0	16	-0.443	1.108
sanktpeterburški	3	1	2.890	0.000
santa	0	2	-0.027	0.589
santos	0	4	0.078	1.875
sapa	0	23	-0.168	1.982
sara	-1	11	-0.746	1.420
sarah	0	1	0.390	0.000
sarajevski	0	18	-0.443	2.387
sardela	2	1	1.640	0.000
sarin	1	17	0.537	1.072
sarkastičen	-1	1	-0.860	0.000
satelit	-1	17	-0.860	1.593
satelitski	1	41	0.598	1.703
satenast	2	1	1.640	0.000
satira	0	1	0.390	0.000
satiričen	-5	1	-4.610	0.000
saturacija	3	1	2.890	0.000
saudski	2	2	1.640	1.768
sauvignon	3	1	2.890	0.000
sava	0	850	0.306	2.385
savdski	1	53	1.345	2.026
savinjski	0	20	0.127	2.304
savna	2	6	1.848	1.229
savojski	0	1	0.390	0.000
savski	0	12	0.286	2.227
savudrijski	-1	2	-0.860	1.768
scaglia	-2	1	-2.110	0.000
scena	1	13	0.935	2.093
scenarij	-1	285	-0.604	1.706
scenarijski	0	1	0.390	0.000
scenarist	0	1	0.390	0.000
scenaristka	5	1	5.390	0.000
scenograf	3	1	2.890	0.000
scenski	0	4	0.390	0.000
schengenski	1	26	0.540	2.145
schweppes	3	1	2.890	0.000
score	4	1	4.140	0.000
sc.	-1	833	-1.001	1.728
sčasoma	0	35	0.211	1.576
se	0	44133	-0.046	2.087
seansa	0	1	0.390	0.000
sebe...	3	1	2.890	0.000
sebičen	1	2	1.223	2.357
sebičnost	0	2	-0.443	1.179
sec	-1	32	-0.588	1.764
securit	-1	5	-1.110	1.630
seč	0	1	0.390	0.000
seča	0	3	-0.443	1.443
seči	0	33	-0.125	2.850
sečnja	-1	2	-0.860	0.000
sečoveljski	1	6	1.223	1.882
sed	2	1	1.640	0.000
sedaj	0	596	-0.136	1.979
sedalen	2	2	1.640	1.768
sedan	0	2	0.390	0.000
sedanje	0	1	0.390	0.000
sedanji	0	565	-0.194	1.661
sedanjost	2	3	2.057	1.443
sedati	3	1	2.890	0.000
sedem	0	882	0.019	2.393
sedemčlanski	1	6	0.807	2.058
sedemdeset	1	10	0.890	1.972
sedemdesetleten	4	1	4.140	0.000
sedemdneven	-1	7	-0.741	1.935
sedemindvajset	0	2	-0.235	0.884
sedeminosemdeset	4	1	4.140	0.000
sedemkrat	0	7	-0.086	3.867
sedemkratnik	0	2	0.390	0.000
sedemleten	0	13	0.326	1.854
sedemmesečen	1	7	0.509	2.148
sedemmilijonski	2	1	2.390	0.000
sedemnadstropen	3	1	3.307	0.000
sedemnajst	-1	4	-0.860	1.768
sedemnajsti	0	5	-0.360	2.092
sedemnajstleten	3	1	2.890	0.000
sedemodstoten	1	43	0.529	2.638
sedemsto	-2	1	-2.110	0.000
sedemtedenski	0	2	-0.235	2.652
sedemuren	0	1	0.390	0.000
sedem...	0	1038	0.028	2.390
seden	-1	1	-0.860	0.000
sedeti	0	97	-0.255	1.766
sedež	0	431	0.165	1.997
sedežen	0	22	-0.125	1.853
sedežnica	0	12	-0.235	1.884
sediment	-5	1	-4.610	0.000
sedišče	0	1	0.390	0.000
sedlar	-3	1	-3.360	0.000
sedlo	0	7	-0.384	1.327
sedmak	1	7	0.640	2.562
sedmerica	1	2	1.015	0.884
sedmi	1	70	0.626	2.135
sedmica	1	9	0.946	2.083
sedmič	1	18	1.038	3.288
sedmina	-2	5	-1.910	2.381
sedovnik	-1	6	-1.138	1.552
sedum	3	1	2.890	0.000
sef	-1	9	-1.045	2.264
segati	0	37	-0.015	2.164
segment	1	104	0.947	1.778
segmentacija	1	12	1.154	1.339
segmentiranje	0	1	0.390	0.000
segreti	0	6	0.140	2.236
segrevanje	0	17	-0.345	1.825
segrevati	-2	2	-2.318	0.295
seizmičen	0	2	0.390	0.000
seizmograf	-1	2	-0.860	1.768
seizmografski	-2	1	-2.110	0.000
seizmolog	3	1	2.890	0.000
seizmologija	-2	1	-2.110	0.000
seja	0	1771	0.012	1.389
sejanje	-1	8	-1.485	0.668
sejati	-1	8	-0.704	2.053
sejem	2	150	1.964	1.416
sejemski	2	11	2.334	0.659
sejen	3	3	2.890	1.250
sejmišče	2	8	1.640	2.887
sejnina	1	69	0.538	1.249
sek	2	1	1.640	0.000
sekalnik	4	1	4.140	0.000
sekanec	2	2	2.265	2.652
sekanje	-3	1	-2.943	0.000
sekati	-1	4	-0.860	1.021
sekcija	0	76	0.368	2.104
sekira	-2	6	-2.179	1.716
sekirica	-5	1	-4.610	0.000
sekljalnik	4	1	4.140	0.000
sekljanje	0	1	0.390	0.000
sekretar	0	468	-0.056	1.623
sekretariat	1	8	1.171	1.485
sekretarjev	0	1	0.390	0.000
sekretarka	0	123	-0.003	1.666
seks	0	13	0.198	2.544
seksanje	3	1	2.890	0.000
seksi	0	4	0.078	2.577
seksolog	0	3	0.390	2.500
seksualen	0	1	0.390	0.000
sekta	-3	4	-2.735	1.250
sektor	0	1488	-0.277	1.894
sektorski	0	14	-0.187	1.221
sekularen	0	2	0.390	0.000
sekunda	0	30	-0.027	1.954
sekundaren	1	37	0.593	1.422
sekunden	2	2	2.473	1.179
sekuritizacija	0	1	0.390	0.000
sel	-1	1	-0.860	0.000
sela	-1	2	-1.485	4.419
selce	-2	1	-2.110	0.000
selekcija	0	8	0.182	2.194
selekcijski	2	1	2.057	0.000
selektiven	-1	18	-0.837	1.639
selektivno	0	7	-0.086	2.089
selektor	1	3	0.807	2.602
selitev	0	131	-0.049	1.788
seliti	0	87	-0.411	1.898
selitven	1	5	1.140	1.118
seljak	1	9	1.223	3.248
seljakov	4	2	4.140	1.768
selnica	0	1	0.390	0.000
selo	0	12	-0.443	1.628
sem	0	13	0.037	1.491
semafor	-1	23	-0.679	2.429
semaforizacija	0	2	0.390	3.536
semaforski	-2	2	-2.110	0.000
seme	0	27	-0.089	1.647
semedelski	2	2	1.640	1.768
semenarna	0	22	-0.110	1.962
semenišče	1	3	1.223	1.443
semenski	1	2	0.598	2.062
semester	2	12	2.246	1.108
seminar	2	30	1.551	1.556
seminarski	3	2	2.890	0.000
semiš	3	1	2.890	0.000
semiški	-1	23	-0.576	2.280
semi...	1	76	0.676	2.162
senarski	-1	1	-0.860	0.000
senat	0	131	-0.316	1.841
senaten	0	15	-0.082	1.468
senator	0	37	-0.227	1.496
senatorka	0	6	0.390	1.581
senca	-1	28	-0.711	2.715
senčen	0	2	0.390	0.000
senčilo	2	3	2.473	0.722
senčnica	0	1	0.390	0.000
senčnik	0	1	0.390	0.000
sendvič	1	9	0.807	2.932
senegal	-2	1	-2.110	0.000
senen	-2	2	-2.110	0.000
senica	0	83	-0.113	1.187
senior	1	21	1.323	3.016
seniorka	-1	2	-0.860	1.768
seno	-2	3	-2.110	2.500
sentiment	-1	2	-1.485	0.884
senzacija	2	10	2.265	1.350
senzibilen	1	3	0.807	0.722
senzibilnost	3	2	2.890	0.000
senzor	2	8	2.109	1.997
senzoren	3	1	2.890	0.000
senzoričen	1	3	1.223	1.443
senzorski	2	2	1.640	1.768
sep	0	10	-0.110	0.645
separatist	0	2	-0.235	4.419
separatističen	-1	3	-0.860	1.768
sepsa	-5	2	-4.610	0.000
september	0	1255	-0.152	1.991
septembrski	0	88	-0.415	2.060
ser	0	3	0.390	2.500
sera	-2	1	-2.110	0.000
serge	0	1	0.390	0.000
serija	1	80	1.387	2.162
serijski	2	19	1.903	1.535
serološki	0	1	0.390	0.000
servieta	2	3	1.640	1.250
servilen	0	1	0.390	0.000
servilnost	0	1	0.390	0.000
serviranje	2	1	1.640	0.000
servirati	-2	2	-2.110	0.000
servis	0	187	0.249	2.226
servisen	0	18	-0.235	1.752
serviser	0	6	0.390	2.500
servisiranje	0	25	0.240	1.743
servisirati	0	15	0.057	2.239
servomotor	3	1	2.890	0.000
servovolan	-1	6	-0.929	2.614
servovolanski	4	1	4.140	0.000
servo...	1	10	0.723	2.912
ses	-1	2	-0.860	1.768
sesalec	0	3	0.390	2.500
sesalen	0	1	0.390	0.000
sesanje	3	1	2.890	0.000
sesati	3	1	2.890	0.000
sesedanje	-2	1	-2.110	0.000
sesedati	-2	2	-2.110	0.000
sesesti	-2	13	-2.206	1.801
sesipanje	0	1	0.390	0.000
seskočiti	4	1	4.140	0.000
sestajanje	-3	2	-3.360	0.000
sestajati	-1	19	-0.536	1.601
sestajati	-1	19	-0.536	1.601
sestanek	0	865	0.052	1.469
sestankovanje	-1	2	-0.860	1.768
sestankovati	0	4	0.078	0.625
sestati	0	399	0.202	1.271
sestati	0	399	0.202	1.271
sestav	3	1	2.890	0.000
sestava	0	171	0.252	1.442
sestavek	-2	3	-2.110	0.000
sestaven	1	49	0.507	1.947
sestavina	0	46	0.201	2.169
sestaviti	0	74	0.399	1.782
sestavljanje	0	24	-0.117	1.393
sestavljanka	2	1	1.640	0.000
sestavljati	0	165	0.405	1.746
sestavljavec	0	1	0.390	0.000
sestavljiv	2	2	1.640	1.768
sestavnica	2	1	1.640	0.000
sesti	0	27	-0.235	1.884
sestop	-1	9	-0.999	3.090
sestopanje	2	1	1.640	0.000
sestopati	2	2	1.848	5.009
sestopiti	-1	6	-0.999	2.481
sestra	0	84	0.001	2.247
sestrelitev	-2	1	-2.110	0.000
sestrična	-1	1	-0.860	0.000
sestrski	-1	15	-0.627	2.439
sesuti	-2	18	-2.061	1.672
sesutje	-1	13	-1.213	2.236
sesuvati	-2	4	-2.110	2.041
sesuvati	-2	4	-2.110	2.041
sešiti	-1	4	-0.860	2.700
sešteti	1	6	0.598	2.552
seštevanje	0	1	0.390	0.000
seštevati	-1	2	-1.485	0.884
seštevek	0	26	0.182	1.689
set	2	6	1.640	2.500
seulski	3	1	2.890	0.000
sev	-5	1	-4.610	0.000
sevalen	-1	1	-0.860	0.000
sevanje	-2	9	-1.971	2.684
sevati	0	1	0.390	0.000
seveda	0	601	0.118	1.823
sever	0	77	-0.121	2.136
severen	0	187	0.107	2.056
severin	1	6	0.807	2.458
severnoafriški	-1	9	-1.172	2.566
severnoameriški	-1	16	-0.626	2.381
severnoatlantski	0	1	0.390	0.000
severnoevropski	2	2	1.640	1.768
severnojadranski	3	1	2.890	0.000
severnokorejski	-1	5	-0.610	1.369
severnomorski	0	88	-0.215	2.093
severnoprimorski	0	12	-0.096	1.739
severno...	0	139	-0.301	2.099
severovzhod	0	10	-0.068	2.045
severovzhoden	0	22	-0.405	2.516
severovzhodnik	-2	1	-2.110	0.000
severozahod	-2	3	-2.388	0.481
severozahoden	-1	12	-0.756	1.639
severozahodno	1	1	0.807	0.000
severo...	0	53	-0.492	2.145
sevnica	-1	44	-0.926	2.174
sevniški	0	12	-0.235	1.958
sezam	-2	1	-2.110	0.000
sezamov	3	1	2.890	0.000
sezidati	-2	1	-2.110	0.000
seznam	0	485	-0.313	1.737
seznanitev	0	22	0.003	1.728
seznaniti	0	490	0.160	1.429
seznanitven	1	1	0.807	0.000
seznanjanje	1	2	1.015	2.652
seznanjati	2	9	1.779	1.705
seznanjenost	-2	2	-2.110	0.000
sezona	1	283	0.638	2.216
sezonski	0	75	-0.049	2.266
sežanski	0	27	0.112	1.555
sežgati	0	3	-0.443	2.887
sežig	-1	1	-0.860	0.000
sežigalnica	0	5	0.078	0.625
sežiganje	-1	3	-1.277	1.443
sežigati	2	1	1.640	0.000
se...	0	60150	-0.033	2.050
sfera	0	13	0.069	1.651
sfižiti	0	3	-0.443	1.443
sg	1	4	1.015	4.146
shajanje	1	1	0.807	0.000
shajati	-1	4	-0.860	1.768
shajati	-1	4	-0.860	1.768
shajati	-1	4	-0.860	1.768
shema	0	205	0.211	1.541
shizofrenija	-2	1	-2.110	0.000
shladiti	3	1	2.890	0.000
shod	0	143	0.000	1.726
shopping	-2	2	-2.110	3.536
show	2	13	1.832	2.095
shp	-1	4	-0.860	1.021
shramba	2	5	2.390	0.685
shraniti	2	10	1.765	1.497
shranjevalnik	0	3	-0.027	0.722
shranjevanje	1	14	1.104	2.121
shranjevati	0	19	-0.374	2.314
shujšati	0	2	-0.235	0.884
shujšati	0	2	-0.235	0.884
si	1	650	0.582	1.159
sib	0	3	0.390	0.000
sibirija	0	7	0.152	2.255
sibirski	2	3	2.473	1.909
sicer	0	7111	-0.072	1.879
siceršnji	0	10	-0.402	1.601
sicilijski	3	1	2.890	0.000
sidrišče	1	2	1.015	2.652
sidro	0	6	-0.027	1.708
siemens	1	53	0.956	2.384
sierra	3	1	2.890	0.000
signal	0	115	0.437	1.905
signalen	-1	2	-1.485	4.419
signalizacija	0	12	0.355	1.990
signaliziranje	-1	1	-0.860	0.000
signalizirati	-2	1	-2.110	0.000
signiren	-1	1	-0.860	0.000
siguren	2	1	1.640	0.000
sij	0	46	-0.156	1.538
sijaj	1	20	0.522	1.661
sijajen	1	7	1.045	2.709
sijalka	2	5	1.973	1.455
sijati	2	3	2.473	1.909
sikati	-2	1	-2.110	0.000
sila	0	316	-0.167	2.235
silan	0	1	0.390	0.000
silaža	0	1	0.390	0.000
silažen	-1	2	-1.485	0.884
silen	0	6	0.182	1.461
silicijev	2	13	2.025	1.867
silikaten	2	3	2.057	1.443
silikokalcij	2	3	1.640	1.250
silikonski	0	1	0.390	0.000
siliti	-1	40	-0.693	2.234
siljenje	-4	2	-3.985	0.884
silos	-3	3	-2.943	0.722
silovit	0	27	0.199	2.167
silovitost	-5	1	-4.610	0.000
silva	0	19	0.127	1.697
silvan	1	4	0.807	2.205
silvanec	3	1	2.890	0.000
silvanin	-2	1	-2.110	0.000
silvester	0	10	0.307	2.396
silvestrov	3	1	2.890	0.000
silvestrovanje	1	22	0.731	2.119
silvestrovati	2	2	1.640	1.768
silvestrovo	1	8	1.380	2.929
silvestrski	1	11	0.504	2.125
simbioza	3	7	2.533	0.610
simbol	1	57	0.572	2.516
simbolen	1	22	0.674	1.847
simboličen	0	33	0.478	2.103
simbolika	1	5	0.640	2.562
simbolizirati	2	9	1.779	1.160
simetrala	-1	1	-0.860	0.000
simetričen	0	2	-0.235	2.652
simetrija	3	1	2.890	0.000
simfoničen	3	3	2.890	2.500
simfonija	-1	1	-0.860	0.000
simfonik	0	2	0.390	0.000
simit	0	2	-0.235	2.652
simpatičen	3	6	2.890	0.000
simpatija	1	4	1.015	1.250
simpatizer	0	10	0.265	1.905
simpozij	0	14	0.033	1.583
simptom	0	26	-0.280	2.414
simptomatski	0	1	-0.027	0.000
simulacija	0	11	-0.368	1.726
simulacijski	3	3	2.890	2.165
simulator	3	12	2.890	0.884
simulirati	1	7	0.569	2.216
simultan	0	1	-0.027	0.000
sin	0	119	-0.264	2.135
sinagoga	0	3	0.390	0.000
sinajski	3	1	2.890	0.000
sinček	0	1	0.390	0.000
sindiciran	0	20	0.078	1.511
sindiciranje	0	1	0.390	0.000
sindikalen	-1	159	-0.691	1.582
sindikalist	-1	210	-0.962	1.788
sindikalistka	-1	14	-0.890	1.420
sindikaliziran	0	1	0.390	0.000
sindikat	-1	2453	-0.602	1.644
sindrom	-2	12	-1.902	1.982
sinergija	1	52	1.051	1.457
sinergijski	1	24	1.119	1.912
singapurski	0	20	0.473	2.165
singel	2	2	2.265	0.884
single	4	1	4.140	0.000
sinhronizacija	0	1	0.390	0.000
sinhronizirati	4	1	4.140	0.000
sinoči	0	41	0.044	1.963
sinočnji	1	10	1.390	2.024
sinologija	3	1	2.890	0.000
sinonim	0	9	-0.304	2.083
sinov	-1	4	-0.548	1.197
sintagma	-1	3	-1.277	1.443
sintetičen	-2	14	-1.725	1.387
sinteza	2	3	2.057	0.722
sintezen	2	3	2.057	1.443
sip	0	3	-0.027	0.722
sipa	3	1	2.890	0.000
sipek	4	1	4.140	0.000
sipina	-2	7	-1.574	0.983
sir	0	32	0.048	1.800
sirar	0	2	0.390	3.536
sirarna	2	3	2.057	1.443
sirarski	2	2	1.640	1.768
sirarstvo	-2	3	-2.110	0.000
sirena	-1	4	-0.548	1.875
sirišče	-2	1	-2.110	0.000
siromak	-1	2	-0.860	0.000
siromašenje	-1	1	-0.860	0.000
siromašiti	-2	1	-2.110	0.000
siromaštvo	-2	1	-2.110	0.000
sirota	0	2	0.390	3.536
sirski	1	2	1.015	0.884
sirup	2	1	1.640	0.000
sisak	0	1	0.390	0.000
sistem	0	1837	0.090	1.821
sistema	-1	1	-0.860	0.000
sistematičen	0	17	-0.105	1.190
sistematizacija	1	2	1.223	0.589
sistematski	-1	1	-0.860	0.000
sistemizacija	-1	5	-0.610	2.054
sistemski	0	177	-0.262	1.664
sit	-1	12	-0.825	1.708
sitar	0	6	-0.443	2.041
siten	-3	2	-3.360	1.768
sitnost	5	1	5.390	0.000
sito	0	8	-0.391	1.628
sitost	3	1	2.890	0.000
situacija	0	386	-0.428	1.894
situla	-2	4	-2.110	1.768
siv	0	98	-0.465	1.893
sivka	3	11	2.640	1.419
sivo...	2	2	2.265	0.884
sk	3	5	3.390	0.685
skadrirati	-2	2	-2.110	0.000
skakalec	1	4	1.328	2.772
skakalen	3	1	2.890	0.000
skakališče	3	1	2.890	0.000
skakalnica	1	3	0.807	2.602
skakati	0	6	0.043	2.148
skala	-2	4	-2.110	2.887
skalar	-2	2	-2.110	3.536
skalen	-1	2	-0.860	5.303
skaliti	-1	5	-0.693	1.304
skalpel	0	1	0.390	0.000
skandinavski	1	26	0.919	2.097
skandirati	-2	1	-2.110	0.000
skavt	5	1	5.390	0.000
skaza	2	4	1.952	1.875
skeč	3	1	2.890	0.000
skedenj	-5	1	-4.610	0.000
skeniranje	1	1	0.807	0.000
skenirati	-2	1	-2.110	0.000
skepsa	0	6	-0.304	1.282
skepticizem	-1	1	-0.610	0.000
skeptičen	-1	44	-1.171	1.352
skeptičnost	0	1	0.390	0.000
skeptik	0	10	0.123	1.637
skesanka	0	1	0.390	0.000
skica	2	1	1.640	0.000
skidati	0	1	-0.027	0.000
skidati	0	1	-0.027	0.000
skiper	-1	27	-1.458	1.184
sklad	0	2585	0.251	1.670
skladatelj	2	3	2.057	1.443
skladati	-1	7	-0.681	1.830
skladba	1	20	1.339	2.095
skladen	0	89	0.226	1.629
skladišče	0	83	-0.075	1.845
skladiščen	0	11	-0.102	1.746
skladiščenje	1	48	0.769	1.338
skladiščiti	0	11	-0.065	2.865
skladnost	0	43	0.216	1.740
skladov	1	3	1.223	0.722
skladovnica	0	1	0.390	0.000
sklanjati	3	1	2.890	0.000
sklatiti	0	2	-0.235	2.652
skleda	1	7	1.283	3.285
sklenina	-2	4	-2.110	0.000
sklenitev	0	166	-0.037	1.427
skleniti	0	907	0.382	2.021
sklep	0	1080	-0.231	1.397
sklepanje	0	61	-0.077	1.725
sklepati	0	226	-0.177	2.141
sklepčen	-2	3	-1.693	0.722
sklepčnost	0	3	-0.027	0.417
sklepen	1	41	0.532	1.513
skleroza	-1	1	-0.860	0.000
sklestiti	2	2	1.640	1.768
sklic	0	210	-0.074	1.235
sklicati	0	169	-0.142	1.366
sklicevanje	-1	19	-1.123	1.560
sklicevati	-1	101	-0.641	1.573
skloniti	1	2	1.015	4.419
skloniti	1	2	1.015	4.419
sklop	1	213	0.776	1.792
skočiti	1	39	0.629	2.797
skodelica	2	5	1.807	1.304
skok	1	133	1.338	2.457
skokoma	4	1	4.140	0.000
skokovit	0	12	0.008	2.812
skokovito	-1	18	-0.536	2.683
skombinirati	-1	1	-0.860	0.000
skomigniti	0	1	0.390	0.000
skomina	-2	1	-2.110	0.000
skomunicirati	0	1	0.390	0.000
skoncentrirati	2	7	1.521	0.891
skop	0	14	-0.354	1.379
skopariti	-1	2	-0.860	1.768
skopati	3	1	2.890	0.000
skopneti	-1	8	-1.172	2.290
skopski	2	4	1.952	1.875
skoraj	0	2148	-0.277	2.523
skorajda	0	67	-0.462	2.312
skorajšnji	0	55	0.038	1.600
skorumpiranost	-2	1	-2.110	0.000
