Word	AFINN	freq	avg_AFINN	sd_AFINN
skovati	-4	2	-3.985	0.884
skozi	0	289	0.045	2.082
skrajen	0	91	-0.409	1.633
skrajnež	-1	2	-1.485	0.884
skrajnost	-1	7	-1.039	1.538
skrajšanje	0	47	-0.099	1.463
skrajšati	1	64	0.529	1.914
skrajševanje	-1	8	-1.329	2.210
skrajševati	-1	10	-0.635	1.518
skratka	0	34	-0.063	1.934
skrb	-1	257	-0.602	2.109
skrben	0	145	0.016	1.251
skrbeti	0	426	-0.113	2.011
skrbnica	2	3	2.057	1.443
skrbnik	1	21	1.104	1.657
skrbniški	-1	4	-1.172	1.197
skrbništvo	0	8	-0.079	1.326
skrbnost	-1	23	-0.507	1.432
skrbstvo	4	2	3.515	2.652
skrčen	-1	4	-1.172	1.197
skrčenje	0	12	-0.061	1.404
skrčiti	-2	247	-1.825	1.864
skregati	0	1	0.390	0.000
skreirati	0	1	0.390	0.000
skreniti	0	4	-0.235	2.394
skrhati	-3	6	-2.735	1.896
skriba	-2	1	-2.110	0.000
skrilavec	2	2	1.640	0.000
skrinja	0	1	-0.027	0.000
skrinjica	0	9	0.251	1.816
skripta	0	1	0.390	0.000
skrit	0	46	0.001	2.033
skriti	-1	19	-0.816	2.226
skrivaj	-2	7	-2.110	1.909
skrivališče	-3	3	-2.943	1.443
skrivanje	-2	12	-1.902	2.187
skrivaški	-1	1	-0.860	0.000
skrivaštvo	-3	2	-2.527	0.000
skrivati	-1	104	-0.648	1.856
skriven	-1	12	-1.485	2.638
skrivnost	0	104	-0.175	1.801
skrivnosten	0	44	-0.472	1.346
skrivnostnost	3	1	2.890	0.000
skrivoma	-1	4	-1.172	1.197
skromen	0	162	-0.205	2.390
skromnost	1	7	1.045	1.732
skrunitev	0	2	0.390	3.536
skruniti	-2	1	-2.110	0.000
skuhati	0	4	-0.235	1.614
skulptura	0	2	0.390	3.536
skupaj	0	1642	0.219	1.963
skupek	-1	2	-0.860	1.768
skupen	0	1481	0.281	1.972
skupina	0	3705	0.130	2.044
skupinski	0	26	0.390	1.837
skupiti	-2	1	-2.110	0.000
skupnost	0	337	0.346	1.908
skupščina	0	1789	0.005	1.306
skupščinski	0	20	-0.423	1.362
skušati	0	273	-0.084	1.889
skušnjava	0	11	-0.065	1.508
skuta	3	1	2.890	0.000
skvariti	-1	1	-0.860	0.000
sk.	0	110	-0.320	1.883
sla	1	3	1.223	2.887
slab	-1	2306	-1.033	1.980
slabe	-1	6	-1.068	2.552
slabenje	-2	5	-2.360	0.559
slabeti	-2	23	-1.523	1.693
slabilen	0	2	0.390	0.000
slabitev	-2	116	-1.516	1.806
slabiti	-2	10	-1.610	1.208
slabljenje	-3	4	-2.735	2.976
slabokrvnost	-2	1	-2.110	0.000
slabonameren	-3	2	-2.735	0.884
slabost	0	34	-0.272	1.852
slaboten	0	1	0.390	0.000
slaboviden	2	3	1.640	3.307
slabovoljen	3	1	2.890	0.000
slabo...	-1	443	-1.408	1.936
slabšalen	2	1	2.390	0.000
slabšanje	-1	36	-1.335	1.631
slabšati	-1	33	-1.201	1.642
slačiti	-5	1	-4.610	0.000
slad	-1	2	-0.860	1.768
sladek	1	43	0.505	2.103
sladen	0	1	0.390	0.000
sladica	1	7	1.461	1.967
sladilo	0	11	0.112	1.954
sladkarija	0	18	-0.096	2.944
sladko	-1	1	-0.860	0.000
sladkogorski	0	19	-0.027	2.041
sladkor	0	34	0.403	2.508
sladkorček	0	1	0.390	0.000
sladkoren	2	12	1.765	1.811
sladko...	0	67	0.471	2.312
sladoled	-1	10	-0.860	1.954
slak	0	13	-0.475	1.563
slakov	0	1	0.390	0.000
slalom	2	2	1.640	3.536
slalomist	0	1	0.390	0.000
slalomski	3	3	3.307	0.722
slamnat	-1	29	-1.038	1.242
slamnikarski	3	1	2.890	0.000
slan	1	12	0.911	2.096
slanina	2	1	1.640	0.000
slanost	-2	1	-2.110	0.000
slap	-2	1	-2.110	0.000
slapnik	0	18	-0.056	2.156
slast	-2	1	-2.110	0.000
slasten	2	4	2.265	1.250
slaščica	1	6	0.807	3.323
slaščičar	2	2	1.640	1.768
slaščičarna	-2	1	-2.110	0.000
slaščičarski	0	2	-0.443	2.357
slaščičarstvo	-2	1	-2.110	0.000
slatina	0	23	-0.499	2.308
slava	0	7	-0.324	2.378
slavec	3	1	2.890	0.000
slaven	1	26	0.807	1.863
slavica	0	5	-0.110	1.118
slavič	-1	2	-0.860	1.768
slavističen	0	1	0.390	0.000
slaviti	2	20	1.952	1.616
slavje	2	6	2.265	1.046
slavka	-2	1	-2.110	0.000
slavljenčev	0	1	0.390	0.000
slavljenec	3	3	2.890	0.000
slavnosten	1	34	1.309	2.048
slavonski	1	4	0.702	2.577
sleči	0	3	0.390	2.500
sled	0	58	-0.323	2.168
sleden	-3	1	-3.360	0.000
sledenje	0	17	0.439	1.948
sledilec	2	3	2.473	0.722
slediti	0	1043	0.097	2.047
sledljivost	0	4	-0.235	3.608
slednji	0	368	-0.037	1.992
slednjič	0	2	0.390	1.768
sleherni	0	17	0.022	2.154
slehernik	0	1	0.390	0.000
slej	0	42	-0.344	1.965
slemenski	0	3	0.390	0.000
sleng	-5	1	-4.610	0.000
slep	0	15	0.003	2.195
slepar	0	1	0.390	0.000
slepilo	-1	2	-0.860	1.768
slepiti	-1	2	-0.860	1.768
slepota	-2	1	-2.110	0.000
slika	0	322	-0.005	1.838
slikanica	3	1	2.890	0.000
slikanje	0	8	0.078	2.815
slikar	-1	3	-0.860	1.250
slikarski	2	2	1.640	1.768
slikarstvo	-2	1	-2.110	0.000
slikati	1	6	1.223	2.189
slikica	-2	1	-2.110	0.000
slikopleskar	-2	1	-2.110	0.000
slikoven	1	4	1.015	2.394
slikovit	-2	1	-2.110	0.000
slina	1	4	1.015	2.394
slinavka	-1	3	-1.193	3.538
sliniti	3	1	2.890	0.000
slišati	0	187	-0.294	1.917
slišen	-1	1	-0.860	0.000
sliva	-1	3	-0.860	0.000
slivnica	1	4	0.702	1.573
slivnik	0	7	-0.146	1.417
slivnjak	3	1	2.890	0.000
slog	1	37	0.919	2.417
sloga	2	1	1.640	0.000
slogan	1	16	0.859	2.035
sloj	1	36	0.587	2.333
slojast	-2	1	-2.110	0.000
sloka	0	4	-0.235	2.394
slon	0	6	0.182	1.461
sloneti	-1	22	-0.640	1.660
slonokoščen	-2	2	-2.110	0.000
slonovina	3	1	2.890	0.000
slov	1	2	1.015	0.884
slovanski	0	6	-0.110	2.092
slovarček	2	3	2.057	1.443
slovaški	0	41	-0.466	1.858
slovenec	0	552	0.428	2.158
slovenija	0	9465	0.033	1.979
slovenjebistriški	2	1	1.640	0.000
slovenjegraški	-1	3	-1.138	1.339
slovenjgraški	-1	39	-1.405	1.952
slovenji	0	7	-0.384	2.325
slovenka	2	15	1.846	1.965
slovenski	0	5919	0.241	2.033
slovenstvo	2	4	2.161	1.197
slovenščina	-1	14	-0.681	2.185
sloves	0	16	-0.344	2.122
slovesen	2	13	2.025	1.722
slovesnost	1	63	1.402	1.520
sloveti	1	11	0.617	2.152
slovit	0	18	0.251	2.967
slovnica	3	1	2.890	0.000
slovo	-1	14	-0.622	1.696
slow	2	1	1.640	0.000
složen	0	1	0.390	0.000
složnost	0	1	0.390	0.000
slučaj	-1	4	-0.860	1.443
sluga	3	2	2.890	0.000
sluh	-1	8	-1.120	2.170
slušatelj	0	2	0.390	0.000
slušen	-1	2	-0.860	1.768
slutiti	0	13	-0.219	1.765
sluznica	-1	8	-1.329	2.309
služabnik	-1	2	-0.860	1.768
služba	0	912	-0.350	2.059
služben	-1	86	-0.516	2.187
službovanje	0	6	0.251	1.800
službovati	1	4	1.015	1.250
služenje	0	5	0.140	1.945
služiti	1	113	0.765	2.115
služnost	1	5	0.890	1.118
služnosten	1	4	1.015	1.614
smart	1	37	1.212	2.270
smatrati	0	7	0.033	1.567
smeh	1	8	1.328	1.294
smehljati	-2	1	-2.110	0.000
smejati	0	15	0.140	2.393
smel	0	3	0.390	1.250
smelost	4	1	4.140	0.000
smer	0	454	-0.025	1.980
smeren	1	4	1.223	0.722
smernica	1	60	1.051	1.692
smernik	0	1	0.390	0.000
smerokaz	0	3	-0.443	1.909
smešen	-1	25	-0.968	1.470
smešiti	-3	1	-3.360	0.000
smet	-1	42	-0.612	2.514
smetana	0	7	0.450	1.260
smetanov	0	2	0.390	3.536
smetar	-1	2	-0.652	1.473
smetarina	0	4	0.390	0.000
smetarski	0	2	-0.235	0.884
smetenje	3	1	2.890	0.000
smeti	0	633	0.147	1.807
smetišče	-3	1	-3.360	0.000
smetiti	-2	1	-2.110	0.000
smetnjak	0	4	-0.235	3.750
smiliti	-1	1	-0.860	0.000
smisel	0	169	-0.012	1.864
smiseln	0	92	0.001	1.523
smiselno	0	47	0.190	1.591
smiselnost	0	21	0.009	1.125
smodnik	-3	1	-3.360	0.000
smola	0	11	-0.065	1.877
smolar	0	2	-0.235	0.884
smole	0	28	-0.220	1.653
smolec	2	2	1.640	1.768
smolnik	-1	2	-1.485	4.419
smolnikar	-1	5	-0.860	2.165
smotrn	1	15	0.612	1.695
smotrnost	0	21	-0.193	1.388
smrad	-2	14	-2.021	1.426
smrčanje	-5	1	-4.610	0.000
smrdeti	-1	8	-1.485	2.588
smrečica	2	2	1.640	1.768
smreka	-1	19	-1.277	2.741
smrekar	1	13	0.678	1.457
smrekarjev	2	2	1.640	1.768
smrkajoč	0	1	-0.027	0.000
smrklja	0	2	0.390	3.536
smrt	-1	148	-1.093	2.637
smrten	-1	53	-1.485	3.292
smrtnik	0	3	-0.304	1.203
smrtnost	-1	4	-1.485	2.602
smrtonosen	-1	5	-0.860	2.932
sms	0	79	0.048	1.995
smuč	2	16	2.187	2.107
smučanje	0	20	0.265	2.777
smučar	1	38	0.784	2.549
smučarija	1	2	1.015	2.652
smučarka	1	6	1.223	3.129
smučarski	1	74	0.878	2.366
smučati	2	13	2.121	1.576
smučišče	1	124	0.855	1.942
smučka	3	8	2.838	2.034
smuk	0	8	-0.110	2.092
smuka	1	12	1.119	2.096
smukaški	3	1	2.890	0.000
snaga	0	28	-0.166	1.941
snažilka	-3	2	-2.735	0.884
sneg	0	109	-0.257	2.043
snegolom	-3	2	-3.360	0.000
snemalec	-5	1	-4.610	0.000
snemalen	0	3	-0.027	3.608
snemanje	1	16	0.973	2.494
snemati	1	8	0.650	2.028
snemljiv	1	2	1.015	4.419
snesti	-1	6	-0.929	1.590
sneti	1	6	0.807	1.882
snežen	0	34	-0.076	2.436
sneženje	0	35	-0.289	1.877
snežič	0	35	-0.330	1.563
snežinka	1	3	0.807	1.909
snežiti	-1	16	-0.860	1.936
snežnik	0	8	-0.391	1.628
snežniški	0	1	0.390	0.000
sniti	0	75	0.081	1.410
snov	-1	70	-0.664	2.454
snovalec	1	7	1.461	2.095
snovanje	0	4	-0.235	2.394
snovati	0	7	0.390	1.443
snowboard	3	1	2.890	0.000
snubiti	4	1	4.140	0.000
so	3	1	2.890	0.000
soavtor	0	1	0.390	0.000
soavtorstvo	0	1	0.390	0.000
soba	1	124	0.821	2.144
sobana	0	2	-0.235	2.652
sobarica	0	2	-0.443	2.946
soben	2	3	2.473	1.909
sobica	-1	1	-0.860	0.000
sobivanje	2	6	1.640	1.369
sobivati	2	3	2.473	1.909
sobodajalec	-1	3	-1.277	1.443
sobodajalstvo	3	2	2.890	0.000
soboški	-1	4	-1.485	2.165
sobota	0	498	-0.064	1.907
soboten	0	75	-0.024	1.934
sobrat	3	1	2.890	0.000
sociala	-1	15	-0.860	2.266
socialdemokracija	1	3	0.807	2.602
socialdemokrat	0	18	0.159	1.459
socialdemokratski	-1	6	-0.652	0.510
socialen	0	1185	-0.089	1.956
socialist	0	23	0.227	1.522
socialističen	-1	20	-1.235	1.780
socializem	-1	8	-0.548	1.294
socializiranost	0	1	0.390	0.000
socializirati	3	1	2.890	0.000
socialnovarstven	1	7	0.926	1.890
socialno...	1	70	0.547	2.011
sociolog	0	6	0.390	1.581
sociologija	2	3	1.640	1.250
sociologinja	3	1	2.890	0.000
sociološki	2	2	1.640	1.768
socio...	1	12	1.119	1.550
socius	-2	3	-1.693	0.722
sočasen	1	7	1.045	1.732
sočen	-1	1	-0.860	0.000
soči	3	1	2.890	0.000
sočlan	0	1	0.390	0.000
sočlovek	2	4	1.640	1.250
sočuten	3	1	2.890	0.000
sočutje	0	4	0.286	2.215
sod	0	1115	-0.148	1.614
soda	0	8	0.234	1.043
sodar	3	1	2.890	0.000
sodba	-1	282	-0.727	1.498
sodček	1	84	0.761	2.488
sodelavec	0	248	0.083	2.183
sodelavka	0	26	-0.260	2.477
sodelovanje	1	1164	0.953	1.760
sodelovati	1	996	0.625	1.702
soden	0	430	-0.451	1.649
sodišče	-1	2916	-0.708	1.537
soditi	0	238	0.132	1.961
sodja	1	4	1.015	1.614
sodnica	-1	109	-1.057	1.868
sodnik	0	258	-0.352	1.806
sodnikov	3	1	2.890	0.000
sodniški	0	30	-0.146	1.500
sodnomedicinski	-1	1	-0.860	0.000
sodoben	2	126	1.657	1.907
sodov	0	9	-0.166	1.545
sodržavljan	1	2	1.015	2.652
sodstvo	0	39	0.424	1.965
sofa	0	2	0.390	0.000
sofija	-1	7	-0.622	2.331
sofinancer	0	4	0.078	3.287
sofinanciran	2	7	1.700	2.362
sofinanciranje	1	113	0.522	1.542
sofinancirati	1	33	0.702	2.033
sofisticiran	0	3	0.390	4.330
soglasen	0	24	0.426	1.579
soglasje	0	556	0.070	1.511
soglašati	0	115	0.028	1.393
sogovorec	0	1	0.390	0.000
sogovornica	0	20	0.015	1.818
sogovornik	1	105	0.535	1.950
sogovornikov	0	1	0.390	0.000
soha	2	1	1.640	0.000
soigralec	3	1	2.890	0.000
soinvestirati	0	1	0.390	0.000
soinvestitor	1	10	0.640	1.549
soinvestitorstvo	0	1	0.390	0.000
soj	4	2	4.140	0.000
soja	-1	13	-0.572	2.402
sojenje	-1	142	-0.786	1.740
sojin	3	1	2.890	0.000
sok	1	25	0.657	2.072
sokol	-1	11	-0.999	1.160
sokolov	0	1	0.390	0.000
sokolski	0	1	0.390	0.000
sokoven	5	1	5.390	0.000
sokrajan	0	1	0.390	0.000
sokrajanka	-3	1	-3.360	0.000
sokriv	-2	2	-2.318	1.473
sokrivda	-3	1	-3.360	0.000
sol	1	29	1.194	2.538
solar	3	3	2.890	1.250
solaren	2	10	1.557	1.972
solarij	2	22	1.640	1.902
solarna	1	4	0.702	2.954
solast	0	9	-0.027	1.083
solastnica	0	20	0.140	2.052
solastnik	0	106	0.013	1.672
solastniški	0	5	-0.110	1.425
solastništvo	0	11	0.182	1.080
solata	1	6	0.529	3.047
solčavski	3	1	2.890	0.000
solec	0	1	0.390	0.000
solen	4	7	3.932	1.461
solidaren	0	13	0.262	2.322
solidarnost	0	79	0.230	1.796
solidarnosten	0	23	0.336	2.276
soliden	1	41	1.051	2.139
solidnost	3	1	2.890	0.000
solidus	0	1	0.390	0.000
solina	2	14	1.754	2.050
solinar	2	1	1.640	0.000
solistka	0	1	0.390	0.000
soliti	0	2	0.390	3.536
solkanski	-1	2	-0.860	1.768
solo	1	1	0.807	0.000
solo...	2	3	1.779	2.055
solsticij	-1	2	-0.860	1.768
solventen	0	9	-0.351	1.690
solventnost	0	16	0.208	1.459
solventnosten	2	1	1.640	0.000
solza	1	5	0.890	1.425
solzivec	-3	10	-3.360	0.833
som	-1	1	-0.860	0.000
somalijski	-2	1	-2.110	0.000
somaševanje	0	1	0.390	0.000
somentor	2	1	1.640	0.000
somišljenik	-2	3	-2.110	2.500
somrak	0	1	0.390	0.000
son	2	1	2.057	0.000
sonaraven	1	7	0.926	2.148
sonata	1	2	1.223	2.357
sonce	1	80	0.742	2.486
sončava	2	1	1.640	0.000
sonček	3	3	2.890	2.165
sončen	1	154	1.303	2.033
sončenje	1	6	0.890	2.878
sončev	0	4	0.078	1.573
sončiti	2	3	1.640	2.165
sončničen	-5	1	-4.610	0.000
sonda	2	2	2.265	0.884
sondiranje	-2	1	-2.110	0.000
sonja	0	33	-0.170	1.370
soobdolžen	0	1	0.390	0.000
sooblikovanje	1	3	1.223	1.443
sooblikovati	1	4	0.702	1.197
soobstoj	3	2	2.890	0.000
soočanje	0	11	0.163	2.036
soočati	-1	194	-1.154	2.151
soočenje	-1	14	-0.956	1.484
soočiti	-1	63	-0.609	2.207
soodgovoren	-2	10	-1.610	1.687
soodgovornost	0	2	0.390	3.536
soodločanje	0	4	0.078	1.714
soodločati	0	2	-0.027	0.589
soodvisen	2	2	1.640	1.768
soodvisnost	-1	6	-1.277	1.291
soorganizator	3	1	2.890	0.000
sop	0	1	0.390	0.000
sopara	0	1	0.390	0.000
soparnost	-2	2	-2.110	0.000
sopartner	-2	1	-2.110	0.000
sopihati	-3	1	-3.360	0.000
soplezalec	3	2	2.890	0.000
sopodpis	-2	1	-2.110	0.000
sopodpisati	0	2	0.390	1.768
sopodpisnik	0	1	0.390	0.000
sopogodbenik	-2	3	-1.693	0.722
sopotnica	-2	3	-2.110	2.500
sopotnik	1	7	0.926	2.761
sopranistka	3	1	2.890	0.000
sopredsedujoč	0	1	0.390	0.000
soprog	2	3	2.057	1.443
soproga	0	25	0.234	2.029
soproizvodnja	4	2	3.515	0.884
sora	-1	2	-0.860	5.303
sorazmeren	0	29	-0.059	1.764
sorazmerje	1	9	0.668	1.366
sorazmernost	0	7	0.390	2.138
soriški	1	3	0.807	0.722
sorod	0	1	0.390	0.000
soroden	0	22	0.276	1.925
sorodnica	-3	1	-3.360	0.000
sorodnik	0	53	-0.365	2.031
sorodnost	0	1	0.390	0.000
sorodstven	-2	1	-2.110	0.000
sorodstvo	-3	1	-3.360	0.000
sorški	-1	11	-0.746	1.807
sorta	2	9	2.103	1.869
sortirati	3	1	2.890	0.000
sortiren	1	4	1.015	1.250
sortirnica	-1	3	-0.860	1.250
sos	1	12	1.072	1.966
sosed	0	141	0.127	2.053
soseda	0	19	0.456	1.885
sosednja	-2	1	-2.110	0.000
sosednji	0	149	0.147	2.049
sosedov	0	5	0.057	2.028
sosedski	1	4	1.328	1.197
sosedstvo	0	1	0.390	0.000
soseska	0	41	-0.173	1.960
soseščina	1	2	0.807	1.179
sosledje	-2	1	-2.110	0.000
sostanovalec	-2	2	-2.110	0.000
sosvet	2	1	1.640	0.000
soški	1	14	1.015	1.359
sošolec	1	7	1.104	1.890
sošolka	-1	1	-0.860	0.000
sotekmec	0	2	0.390	0.000
soter	3	1	2.890	0.000
soteska	1	10	1.140	2.514
sotlar	2	1	1.640	0.000
sotočje	0	1	-0.027	0.000
sotrpin	3	1	2.890	0.000
soudeležba	0	5	-0.360	1.778
soudeleženec	2	2	1.640	1.768
soul	4	2	4.140	1.768
souporaba	3	3	2.890	0.000
soupravljanje	0	8	0.130	0.889
sourednica	3	1	2.890	0.000
sourednik	-2	1	-2.110	0.000
soustanovitelj	1	18	1.177	1.347
soustanoviteljica	0	1	0.390	0.000
soustanoviteljski	-2	1	-2.110	0.000
soustanoviti	0	1	0.390	0.000
soustvariti	-2	1	-2.110	0.000
soustvarjalec	2	1	1.640	0.000
soustvarjati	1	7	0.926	2.266
sova	-1	45	-0.550	1.634
sovereign	2	3	1.640	1.250
sovin	-2	1	-2.110	0.000
sovjet	0	1	0.390	0.000
sovjetski	0	13	-0.379	2.476
sovlagatelj	1	6	0.598	0.349
sovoznica	-3	1	-3.360	0.000
sovoznik	4	2	4.140	0.000
sovoznikov	-2	4	-1.798	1.497
sovpadanje	-2	1	-2.110	0.000
sovpadati	0	19	-0.180	1.844
sovpasti	-1	4	-1.277	1.179
sovraštvo	0	8	-0.079	2.106
sovražen	-1	34	-1.277	1.875
sovražiti	-2	6	-2.110	1.369
sovražnik	0	15	-0.304	2.009
sovražnost	0	3	0.390	2.500
sozaložništvo	0	1	0.390	0.000
sozavarovanje	-1	3	-0.860	1.768
sožalje	2	4	1.640	2.500
sožitje	2	10	1.640	1.083
so...	0	14192	-0.011	1.896
spadati	0	164	0.233	2.092
spalen	-1	8	-0.912	2.414
spalnica	1	7	1.283	0.945
spametovati	-1	3	-1.277	0.722
spanec	0	15	-0.146	2.437
spanje	-2	25	-1.683	2.495
spar	1	25	0.716	1.564
spariti	1	14	0.509	1.372
spati	0	26	-0.459	2.518
specialec	0	3	-0.443	1.443
specialen	1	19	1.179	2.642
specialist	1	27	0.690	1.854
specialističen	0	7	0.211	2.216
specialistka	0	3	0.390	0.000
specialiteta	0	1	0.390	0.000
specializacija	1	17	1.119	1.447
specializant	2	4	1.640	1.443
specializirati	1	7	0.926	2.148
specificirati	0	2	-0.235	0.884
specifičen	0	51	0.256	1.869
specifika	0	9	-0.304	1.667
specifikacija	1	14	1.255	1.428
spektakel	4	4	3.515	1.250
spektakularen	2	9	1.594	2.451
spekter	2	14	1.819	1.890
spekulacija	-2	1	-2.110	0.000
speljati	0	24	-0.335	1.366
spencer	-1	6	-1.485	2.710
spenjanje	0	1	0.390	0.000
spet	0	901	-0.190	2.147
speti	0	5	-0.027	0.780
speti	0	5	-0.027	0.780
spid	-2	2	-2.110	0.000
spin	0	2	0.390	0.000
spirala	-1	20	-0.614	1.554
spirati	1	4	0.598	2.732
spis	-1	25	-0.534	1.262
spisati	-1	18	-0.999	1.415
spisek	-1	14	-0.592	2.202
spitati	4	1	4.140	0.000
spiti	2	11	1.515	2.240
splačati	1	59	0.692	1.841
splahnel	-1	2	-1.485	0.884
splahneti	-3	2	-2.735	0.884
splašiti	-2	1	-2.110	0.000
splav	-3	16	-3.277	2.337
splavati	0	3	0.390	1.250
splavitev	1	3	1.223	1.443
splaviti	1	5	0.640	4.366
splendid	3	1	2.890	0.000
splet	0	203	0.490	2.263
spleten	0	1090	0.399	1.994
spletka	-2	3	-1.693	0.722
splezati	2	30	1.671	1.588
splitski	-1	28	-0.533	1.798
sploh	-1	636	-0.784	1.722
splošen	0	455	-0.083	1.971
splošnoinformativen	-1	2	-1.485	2.652
splošno...	0	56	-0.004	2.109
splozek	-3	1	-3.360	0.000
splužiti	0	1	0.390	0.000
spl.	-1	1	-0.860	0.000
spočiti	1	5	1.057	2.075
spodaj	0	18	0.251	1.539
spodbosti	-2	1	-2.110	0.000
spodbuda	1	191	0.870	1.951
spodbuden	1	176	0.902	1.887
spodbuditev	1	18	1.061	1.722
spodbuditi	1	188	1.039	1.921
spodbujanje	1	193	1.184	1.757
spodbujati	1	161	0.807	2.155
spodbujevalec	0	1	0.390	0.000
spodbujevalen	1	8	1.380	1.067
spodjesti	-5	1	-4.610	0.000
spodkopati	-2	12	-1.902	1.834
spodletel	-1	3	-1.277	3.608
spodleteti	-2	11	-1.943	0.766
spodmakniti	0	1	0.390	0.000
spodnesti	-2	15	-2.416	0.977
spodnjeposavski	0	7	-0.265	2.318
spodnjesavski	2	10	1.515	1.994
spodnje...	1	20	0.598	2.165
spodnji	0	133	0.229	1.693
spodnjice	0	5	0.140	0.559
spodoben	1	7	1.402	2.095
spodobiti	0	4	-0.235	0.722
spodobnost	-3	1	-3.360	0.000
spodriniti	2	1	1.640	0.000
spodrsljaj	-1	8	-1.172	2.652
spodrsniti	-3	12	-2.839	2.942
spod...	1	1247	0.679	2.019
spogledovati	-1	3	-1.277	0.722
spoj	0	7	0.182	2.294
spojen	3	1	2.890	0.000
spojina	-1	5	-0.860	3.536
spojitev	2	3	1.640	1.250
spojka	-2	2	-2.110	0.000
spojnica	3	1	2.890	0.000
spokati	0	2	-0.235	0.884
spokoj	2	1	1.640	0.000
spokojen	-1	2	-0.860	1.768
spokoren	3	1	2.890	0.000
spol	0	31	0.390	2.458
spolen	-1	97	-1.176	2.489
spolnost	0	4	-0.235	2.394
spolzek	-2	6	-1.693	2.582
spolzeti	0	3	-0.443	1.443
spolzkost	-2	1	-2.110	0.000
spomenik	1	39	1.437	2.031
spomeniški	-1	7	-0.979	1.644
spomeniškovarstven	2	2	1.640	1.768
spomin	1	64	0.936	2.324
spominek	-3	2	-3.360	1.768
spominjati	0	70	-0.289	2.045
spominski	1	27	1.416	2.015
spomlad	0	1	0.390	0.000
spomladanski	0	50	0.083	1.549
spomladi	0	82	0.009	2.017
spomniti	0	698	-0.189	1.680
sponka	0	2	-0.235	4.419
spontan	-1	18	-0.999	1.673
spontanost	-2	1	-2.110	0.000
sponzorirati	2	3	2.057	1.443
sponzorski	1	12	0.668	2.207
sponzorstvo	-1	14	-0.503	1.862
sponzor	1	11	0.958	2.584
spopad	-1	70	-0.951	1.899
spopadanje	-1	12	-0.548	2.080
spopadati	-1	102	-1.282	2.328
spopasti	0	46	-0.442	2.120
spoprijateljiti	0	1	0.390	0.000
spoprijemanje	2	2	1.640	1.768
spoprijemati	-1	9	-0.953	1.702
spoprijeti	0	8	0.234	2.053
spor	-1	389	-0.802	1.676
spora	0	6	-0.166	1.931
sporazum	0	750	0.393	1.516
sporazumen	0	67	-0.231	1.345
sporazumeti	-1	14	-0.652	1.459
sporazumevanje	2	3	1.640	1.250
sporazumevati	-1	2	-0.860	1.768
sporeči	-1	3	-1.277	0.722
spored	1	27	1.396	1.580
sporen	-1	506	-1.052	1.559
spornost	-2	4	-1.672	0.591
sporočanje	0	5	-0.110	2.092
sporočati	0	163	-0.025	2.064
sporočilen	4	1	4.140	0.000
sporočilnost	2	1	1.640	0.000
sporočilo	0	651	-0.170	1.992
sporočiti	0	2118	0.141	2.031
sposoben	0	253	0.050	2.096
sposobnost	0	174	0.286	1.941
sposoditi	-1	25	-0.910	1.740
spoštljiv	1	6	0.807	3.416
spoštovanje	1	98	0.951	1.650
spoštovati	0	193	0.186	1.634
spot	1	9	0.668	2.320
spotakniti	-1	7	-1.039	1.125
spotika	-1	8	-1.381	1.913
spotikati	-2	2	-2.110	0.000
spotiti	0	1	0.390	0.000
spoznanje	0	34	0.390	1.861
spoznati	0	117	0.494	2.071
spoznavanje	2	5	1.890	1.046
spoznavati	2	13	1.928	1.626
spoznaven	2	3	1.640	2.165
spp	0	1	0.390	0.000
sprati	-1	5	-1.110	2.236
sprava	0	16	-0.443	2.741
spraven	0	3	-0.443	1.443
spravilo	0	3	-0.443	2.887
spraviti	-1	112	-0.931	2.421
spravljanje	-3	1	-3.360	0.000
spravljati	-2	15	-1.610	2.664
spravljiv	0	7	-0.324	2.023
spravljivost	0	1	0.390	0.000
sprazniti	-1	3	-0.860	1.250
spredaj	1	6	0.904	3.042
sprednji	2	2	1.640	1.768
spregledati	-1	40	-0.548	1.687
spregled	-1	3	-1.416	0.962
spregovoriti	0	104	0.360	1.340
sprehajalec	2	4	2.265	2.394
sprehajalen	2	4	1.952	1.197
sprehajališče	0	3	-0.443	3.819
sprehajanje	-1	2	-0.860	1.768
sprehajati	0	10	-0.235	2.585
sprehod	1	16	0.963	2.734
sprehoditi	1	6	1.432	1.461
sprej	2	7	1.819	1.967
sprejem	0	206	0.428	1.767
sprejemanje	0	110	-0.146	1.939
sprejemati	0	218	0.072	1.676
sprejemen	0	11	0.265	2.240
sprejemljiv	0	130	-0.014	1.529
sprejemljivost	0	4	0.078	0.625
sprejemnica	-3	2	-2.735	0.884
sprejemnik	0	14	-0.146	1.944
sprejeti	0	1659	0.169	1.566
sprejetje	0	180	0.056	1.529
spreletavati	0	1	0.390	0.000
sprememba	0	1676	0.222	1.564
spremen	0	3	0.390	2.500
spremeniti	0	747	0.135	1.661
spremenljiv	0	26	-0.123	1.865
spremenljivka	0	4	-0.235	1.250
spremenljivost	0	1	0.390	0.000
spreminiti	2	1	1.640	0.000
spreminjan	0	1	0.390	0.000
spreminjanje	0	39	0.016	1.880
spreminjati	0	197	0.196	1.621
spremljanje	0	58	0.405	2.043
spremljati	0	359	0.442	1.938
spremljava	-1	3	-0.860	1.250
spremljevalec	1	8	1.067	1.134
spremljevalen	1	16	1.171	2.772
